Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Rubik Configuration (product.metafields.craftshift.rubik_configuration),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Características de la ropa deportiva (product.metafields.shopify.activewear-clothing-features),Actividad (product.metafields.shopify.activity),Grupo de edad (product.metafields.shopify.age-group),Características de la ropa (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Tejido (product.metafields.shopify.fabric),Encaje (product.metafields.shopify.fit),Cuello (product.metafields.shopify.neckline),Tipo de largo de los pantalones (product.metafields.shopify.pants-length-type),Talla (product.metafields.shopify.size),Tipo de longitud de la manga (product.metafields.shopify.sleeve-length-type),Sexo objetivo (product.metafields.shopify.target-gender),Tipo de largo del top (product.metafields.shopify.top-length-type),Altura de cintura (product.metafields.shopify.waist-rise),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
f3flexformfitnesswanted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_bb5247ac-5693-47d6-ae8c-7cfcc828167d.jpg?v=1778746092,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-superoversize-train-or-die-hombre,CAMISETA SUPEROVERSIZE TRAIN OR DIE HOMBRE,"<p>Camiseta superoversize de 300 g/m² que encarna la mentalidad de élite y combate. En el pecho, un sable de síntesis gráfica cuyo mango es una estrella fusionada con el logo F3, coronado por ""Flex Form"" y ""Force"". En la espalda, una calavera monumental evocando fortaleza bélica, flanqueada por ""train"" arriba y ""or die"" abajo. Estampados verticales de gran formato en mangas, un detalle inusual que refuerza su carácter de fuerzas especiales. Diseño sin concesiones que proyecta autoridad,<span style=""font-size: 0.875rem;""> disciplina y poder absoluto. Para quien entiende que la exigencia no es opción, es mandato.</span></p>
<p> </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Super_Oversize_hombre.png?v=1779367718"" alt="""" style=""font-size: 0.875rem;""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,gris-oscuro,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_7e2b2078-bb90-4b78-b417-b3860fc03299.jpg?v=1778744545,1,"",false,,,,,,,,,,,,,,,,,,adultos,,gris-oscuro; verde-oliva,algodon,,cuello-redondo,,s; m; l,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_7e2b2078-bb90-4b78-b417-b3860fc03299.jpg?v=1778744545,kg,,,active
camiseta-superoversize-train-or-die-hombre,,,,,,,,,gris-oscuro,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_47d1a728-e870-46b4-b502-2d5a7e712450.jpg?v=1778744532,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_7e2b2078-bb90-4b78-b417-b3860fc03299.jpg?v=1778744545,kg,,,
camiseta-superoversize-train-or-die-hombre,,,,,,,,,gris-oscuro,,,l,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK5.jpg?v=1778744533,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_7e2b2078-bb90-4b78-b417-b3860fc03299.jpg?v=1778744545,kg,,,
camiseta-superoversize-train-or-die-hombre,,,,,,,,,verde-oliva,,,s,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK6.jpg?v=1778744532,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_47d1a728-e870-46b4-b502-2d5a7e712450.jpg?v=1778744532,kg,,,
camiseta-superoversize-train-or-die-hombre,,,,,,,,,verde-oliva,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_c81b59bd-b052-4bed-a976-a4fc25c3f668.jpg?v=1778744545,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_47d1a728-e870-46b4-b502-2d5a7e712450.jpg?v=1778744532,kg,,,
camiseta-superoversize-train-or-die-hombre,,,,,,,,,verde-oliva,,,l,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_8a396512-131a-43be-913d-540e0aae369b.jpg?v=1778744532,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_47d1a728-e870-46b4-b502-2d5a7e712450.jpg?v=1778744532,kg,,,
camiseta-superoversize-train-or-die-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_eb823082-b8ea-406f-bcc3-b590072c02b8.jpg?v=1778744545,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-superoversize-train-or-die-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_46a85a1c-e3ce-41ef-9e61-7fda6ba8bf85.jpg?v=1778744532,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-superoversize-train-or-die-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_562ca806-bb1a-408b-bfe8-94e5a136c937.jpg?v=1778744532,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-superoversize-train-or-die-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_8d6d25d4-5f9e-4e2b-b130-dbca32f35bca.jpg?v=1778744546,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3flexformfitnessthatisstrength,CAMISETA OVERSIZE THAT IS STRENGTH HOMBRE,"<p>Camiseta oversize That is Strength, diseñada para inspirar y motivar. Confeccionada en tejido de 240g/m² de alto gramaje. El diseño frontal presenta un estampado con perspectiva de profundidad con la identidad visual de Flex Form Fitness, mientras que en el dorso destaca una imponente mancuerna con el logo F3 acompañada del mensaje: ""La fuerza no viene de ganar. Tus luchas desarrollan tus fortalezas. Cuando sigues a pesar de las dificultades, eso es fuerza"". Una prenda que va más allá de la moda: es una declaración de perseverancia y determinación. Perfecta para quienes entienden que la verdadera fortaleza se construye en el camino, no en la meta.<br></p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Oversize_hombre.png?v=1779362605"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,negro,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09127.jpg?v=1778099686,1,"",false,,,,,,,,,,,,,,,,,,adultos,,negro; verde-musgo,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09127.jpg?v=1778099686,kg,,,active
f3flexformfitnessthatisstrength,,,,,,,,,negro,,,m,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09125.jpg?v=1778099663,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09127.jpg?v=1778099686,kg,,,
f3flexformfitnessthatisstrength,,,,,,,,,negro,,,l,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_8912a2e9-1ec2-4dba-98d3-cdfd3d60b34c.jpg?v=1778743430,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09127.jpg?v=1778099686,kg,,,
f3flexformfitnessthatisstrength,,,,,,,,,negro,,,xl,,,,,,0.0,shopify,0,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_57d3590d-ff51-4e31-a19f-70004efa59c0.jpg?v=1778743430,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09127.jpg?v=1778099686,kg,,,
f3flexformfitnessthatisstrength,,,,,,,,,verde-musgo,,,s,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09097.jpg?v=1778099681,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_8912a2e9-1ec2-4dba-98d3-cdfd3d60b34c.jpg?v=1778743430,kg,,,
f3flexformfitnessthatisstrength,,,,,,,,,verde-musgo,,,m,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_c4095f93-c8ae-4f17-8d9a-034b510bffb8.jpg?v=1778743559,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_8912a2e9-1ec2-4dba-98d3-cdfd3d60b34c.jpg?v=1778743430,kg,,,
f3flexformfitnessthatisstrength,,,,,,,,,verde-musgo,,,l,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09757.jpg?v=1778099650,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_8912a2e9-1ec2-4dba-98d3-cdfd3d60b34c.jpg?v=1778743430,kg,,,
f3flexformfitnessthatisstrength,,,,,,,,,verde-musgo,,,xl,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_8912a2e9-1ec2-4dba-98d3-cdfd3d60b34c.jpg?v=1778743430,kg,,,
14-1,CAMISETA OVERSIZE GIANT CIRCLE HOMBRE,"<p>Camiseta oversize Giant Circle, confeccionada en tela de 240 g/m². El diseño destaca por su logo F3 de gran formato en la espalda con efecto destroyed, que le otorga un carácter preponderante pero minimalista. En el lateral izquierdo, un mensaje motivacional en inglés ""Where your attention goes, your energy flows"" que refuerza el espíritu de superación y determinación. En el pecho, el Flex Form Fitness completa una propuesta visual potente y coherente. Perfecta para quienes buscan prendas con personalidad que combinen estilo de diciplina en el entrenamiento y sentido urbano con un mensaje inspirador. </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Oversize_hombre.png?v=1779362605"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas de manga corta,"","",true,Color,clara,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09148.jpg?v=1778099370,1,"",false,,,,,,,,,,,,,,,,,,adultos,,clara; charcoal,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09148.jpg?v=1778099370,kg,,,active
14-1,,,,,,,,,clara,,,m,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01059.jpg?v=1778099438,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09148.jpg?v=1778099370,kg,,,
14-1,,,,,,,,,clara,,,l,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09157.jpg?v=1778099384,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09148.jpg?v=1778099370,kg,,,
14-1,,,,,,,,,clara,,,xl,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09145.jpg?v=1778099395,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC09148.jpg?v=1778099370,kg,,,
14-1,,,,,,,,,charcoal,,,s,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01075.jpg?v=1778099421,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01059.jpg?v=1778099438,kg,,,
14-1,,,,,,,,,charcoal,,,m,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_3_fd9ef22c-011a-4b4b-a573-e33dd8a896f7.jpg?v=1778706322,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01059.jpg?v=1778099438,kg,,,
14-1,,,,,,,,,charcoal,,,l,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_2_22f822e2-fd0d-4faa-b015-3fb1090006e8.jpg?v=1778706323,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01059.jpg?v=1778099438,kg,,,
14-1,,,,,,,,,charcoal,,,xl,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01059.jpg?v=1778099438,kg,,,
f3flexformfitnesssplash,CAMISETA OVERSIZE SPLASH HOMBRE,"<p>Camiseta oversize SPLASH para hombre. Confeccionada en tejido de 240 gramos m². Destaca por su estampado artístico de 4 tintas en la espalda, con tonalidades armónicas que crean un efecto splash dinámico, revelando el logo F3 con sensación de perforado. En el pecho, el mismo diseño se presenta comprimido al 81%, generando una composición apaisada que integra la marca Flex Form Fitness sobre el splash. Prenda brutalmente versátil que combina arte gráfico dando prestancia al fitness y streetwear. </p>
<p> </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Oversize_hombre.png?v=1779362605"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas de manga corta,"","",true,Color,azul-marino,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_93d6ec02-051e-40a6-9009-27572fe3ede8.jpg?v=1778705808,1,"",false,,,,,,,,,,,,,,,,,,adultos,,azul-marino; beige,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_93d6ec02-051e-40a6-9009-27572fe3ede8.jpg?v=1778705808,kg,,,active
f3flexformfitnesssplash,,,,,,,,,azul-marino,,,m,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_3_eb568964-f310-4670-b50f-ef259b8df886.jpg?v=1778705808,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_93d6ec02-051e-40a6-9009-27572fe3ede8.jpg?v=1778705808,kg,,,
f3flexformfitnesssplash,,,,,,,,,azul-marino,,,l,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_26a3b2cc-b4e6-4d03-ab5b-eb234df81ce8.jpg?v=1778705786,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_93d6ec02-051e-40a6-9009-27572fe3ede8.jpg?v=1778705808,kg,,,
f3flexformfitnesssplash,,,,,,,,,azul-marino,,,xl,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_3e77db2a-f6e0-41aa-b650-2c1662115593.jpg?v=1778705787,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_93d6ec02-051e-40a6-9009-27572fe3ede8.jpg?v=1778705808,kg,,,
f3flexformfitnesssplash,,,,,,,,,beige,,,s,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_2_0498a433-f6e9-42b7-b129-ef35b15501d3.jpg?v=1778705808,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_26a3b2cc-b4e6-4d03-ab5b-eb234df81ce8.jpg?v=1778705786,kg,,,
f3flexformfitnesssplash,,,,,,,,,beige,,,m,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_19155736-f05c-46ea-951a-5858e6e57559.jpg?v=1778705786,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_26a3b2cc-b4e6-4d03-ab5b-eb234df81ce8.jpg?v=1778705786,kg,,,
f3flexformfitnesssplash,,,,,,,,,beige,,,l,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_26a3b2cc-b4e6-4d03-ab5b-eb234df81ce8.jpg?v=1778705786,kg,,,
f3flexformfitnesssplash,,,,,,,,,beige,,,xl,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_26a3b2cc-b4e6-4d03-ab5b-eb234df81ce8.jpg?v=1778705786,kg,,,
f3flexformfitnessthrillofvictory,CAMISETA OVERSIZE THRILL OF VICTORY HOMBRE,"<p>Camiseta oversize Thrill of Victory, diseñada para quienes buscan combinar estilo y actitud. Confeccionada con 240 g/m² de peso en el tejido. El diseño frontal juega con la armonía entre lo asimétrico y lo simétrico: un logo de gran tamaño se posiciona asimétricamente en el lado izquierdo del pecho, mientras que el texto ""Build and win"" se centra en la zona del pecho, creando un equilibrio visual único. Los hombros lucen un detalle de marca de agua sutil pero distintivo: ""Flex"" en el hombro derecho y ""Form"" en el izquierdo, reflejando la identidad de la marca en cada rincón de la prenda. Inspirada en el lema ""Acepta los desafíos y sentirás la emoción de la victoria"", esta camiseta es perfecta para quienes no temen enfrentar nuevas metas. Un básico versátil que trasciende lo ordinario.</p>
<p> </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Oversize_hombre.png?v=1779362605"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,rojo,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_6a1e8cd1-fd41-4f9a-a898-ded4b2ce01c3.jpg?v=1778704992,1,"",false,,,,,,,,,,,,,,,,,,adultos,,rojo; blanco,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_c40bb8a0-ef61-43a2-8d28-f3f16c27ca1e.jpg?v=1778679202,kg,,,active
f3flexformfitnessthrillofvictory,,,,,,,,,rojo,,,m,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_3_b34e97c3-a74a-4efa-a7dd-572c7213aaf0.jpg?v=1778704994,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_c40bb8a0-ef61-43a2-8d28-f3f16c27ca1e.jpg?v=1778679202,kg,,,
f3flexformfitnessthrillofvictory,,,,,,,,,rojo,,,l,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_c40bb8a0-ef61-43a2-8d28-f3f16c27ca1e.jpg?v=1778679202,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_c40bb8a0-ef61-43a2-8d28-f3f16c27ca1e.jpg?v=1778679202,kg,,,
f3flexformfitnessthrillofvictory,,,,,,,,,rojo,,,xl,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_9dcb7f4d-f0eb-43d2-9ccf-a97e7026031b.jpg?v=1778679202,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_c40bb8a0-ef61-43a2-8d28-f3f16c27ca1e.jpg?v=1778679202,kg,,,
f3flexformfitnessthrillofvictory,,,,,,,,,blanco,,,s,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_eaf890ef-3aff-4c31-8f8b-4260d467488b.jpg?v=1778679202,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_6a1e8cd1-fd41-4f9a-a898-ded4b2ce01c3.jpg?v=1778704992,kg,,,
f3flexformfitnessthrillofvictory,,,,,,,,,blanco,,,m,,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_2_aa487b40-a4da-44f9-9309-62b4a9648b9b.jpg?v=1778704991,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_6a1e8cd1-fd41-4f9a-a898-ded4b2ce01c3.jpg?v=1778704992,kg,,,
f3flexformfitnessthrillofvictory,,,,,,,,,blanco,,,l,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4.jpg?v=1778679202,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_6a1e8cd1-fd41-4f9a-a898-ded4b2ce01c3.jpg?v=1778704992,kg,,,
f3flexformfitnessthrillofvictory,,,,,,,,,blanco,,,xl,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_4.jpg?v=1778704991,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_1_6a1e8cd1-fd41-4f9a-a898-ded4b2ce01c3.jpg?v=1778704992,kg,,,
f3flexformfitnessthrillofvictory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_5.jpg?v=1778704991,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3flexformfitnessthrillofvictory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK_6.jpg?v=1778704991,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3flexformfitnessside,CAMISETA OVERSIZE FLEX FORM SIDE HOMBRE,"<p>Camiseta oversize FLEX FORM SIDE. Diseño minimalista en gran formato que domina el pecho con presencia rotunda. Corte holgado y relajado que define un estilo sobrio pero contundente. Tejido pesado con alta maleabilidad que cae con naturalidad, perfecta para quien busca una estética limpia sin renunciar a la actitud potente. Versatilidad para combinar con cualquier look, desde casual hasta streetwear. Prenda que habla por sí sola: menos es más, pero con carácter, personalidad y comportamiento.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_Oversize_hombre.png?v=1779362605"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Prendas de ropa superiores > Camisetas de manga corta,"","",true,Color,gris,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Ok_1_22932ff5-3f83-4e9b-8f44-19a52f48a980.jpg?v=1778622953,1,"",false,,,,,,,,,,,,,,,,,,adultos,,gris; verde-cobalto,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio; largo,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Ok_1_22932ff5-3f83-4e9b-8f44-19a52f48a980.jpg?v=1778622953,kg,,,active
f3flexformfitnessside,,,,,,,,,gris,,,m,,,,,,0.0,shopify,2,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Ok_2_a616584e-df5c-4885-bd63-f865cca59bd4.jpg?v=1778622953,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Ok_1_22932ff5-3f83-4e9b-8f44-19a52f48a980.jpg?v=1778622953,kg,,,
